EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY
9/23/2020,9/27/2019,Indulgence Chocolatiers LLC,Indulgence Chocolatiers,"Julie A Waterman, Agt",4280284000,211,S,2nd,ST,12,1,BTAVN,Class B Tavern License,,,4280284000
1/3/2020,12/18/2018,"S&S Hospitality Concepts, LLC",Black Sheep,"MICHAEL R SORGE, Agt",4280272000,216,S,2nd,ST,12,1,BTAVN,Class B Tavern License,,,4280272000
2/20/2020,2/15/2019,"Gordo's Water Street, LLC",Toast,"Gordon Goggin, Agt",4280289000,231,S,2nd,ST,12,1,BTAVN,Class B Tavern License,,,4280289000
10/13/2020,10/21/2019,Shakersmilwaukee Inc,Shakers Cigar Bar and World Cafe,"ROBERT G WEISS, Agt",4280335000,422,S,2nd,ST,12,2,BTAVN,Class B Tavern License,144,,4280335000
7/17/2020,6/18/2019,Morel Restaurant LLC,Morel Restaurant,"Jonathan S Manyo, Agt",4280337100,430,S,2nd,ST,12,2,BTAVN,Class B Tavern License,,,4280337100
10/13/2020,9/24/2019,Caminobar LLC,Camino,"CASEY A RATACZAK, Agt",4280338000,434,S,2nd,ST,12,2,BTAVN,Class B Tavern License,48,48 Interior,4280338000
1/16/2020,12/21/2018,Var Gallery & Studios LLC,Var Gallery & Studios,"Josh Hintz, Agt",4280444000,643,S,2nd,ST,12,2,BTAVN,Class B Tavern License,,,4280444000
7/5/2020,6/18/2019,"Noble Provisions, LLC",The Noble,"DAVID G KRESSIN, Agt",4311172000,704,S,2nd,ST,12,2,BTAVN,Class B Tavern License,50,,4311172000
8/15/2020,8/14/2019,801-09 LLC,LEVEL (LVL),"Joseph A Angeli, Agt",4311000100,801,S,2nd,ST,12,2,BTAVN,Class B Tavern License,772,"480 for first floor and outdoor patio, 200 for 2nd floor, 92 for lower level. Total on premises would be 772.",4311000100
1/21/2020,1/22/2019,"Rebel, LLC",Snack Boys,"JOHN C REVORD, Agt",4310613000,814,S,2nd,ST,12,2,BTAVN,Class B Tavern License,,,4310613000
4/12/2020,3/27/2019,Saz's Catering Inc,South Second: A Saz's Hospitality Group Property,"Stephanie L Sazama-Schneck, Agt",4310610000,838,S,2nd,ST,12,2,BTAVN,Class B Tavern License,240,,4310610000
12/10/2019,11/27/2018,Meraki LLC,Meraki,"Marshall F Meier, Agt",4310946000,939,S,2nd,ST,12,2,BTAVN,Class B Tavern License,,,4310946000
1/18/2020,12/18/2018,"GOLD RUSH 1900, LLC",JO JO'S FRIED CHICKEN,"YOUSEF N HINNAWI, Agt",4710079000,1900,S,31ST,ST,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4710079000
2/26/2020,2/5/2019,"EL SENORIAL, LLC",EL SENORIAL,"MIGUEL HUERTA, Agt",4581711000,1901,S,31ST,ST,8,2,BTAVN,Class B Tavern License,76,,4581711000
5/29/2020,5/9/2019,MIKE'S FOOD,MIKE'S FOOD,"MOHAMMAD B ABDELLATIF, SP",,1556,N,33RD,ST,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3651135000
12/12/2019,11/27/2018,Scott Beer & Food LLC,El Rincon Grocery,"GURMUKH SINGH, Agt",4351060100,1201,S,33rd,ST,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4351060100
1/18/2020,12/18/2018,"MEGA MARTS, LLC",PICK 'N SAVE #879,"JASON R DIXON, Agt",3271861000,2355,N,35TH,ST,15,3,ALQML,Class A Malt & Class A Liquor License,,,3271861000
10/18/2020,9/24/2019,TJ'S ON 35TH ST,TJ'S ON 35TH ST,"TOMMIE L JONES, SP",4020009000,237,N,35TH,ST,10,3,BTAVN,Class B Tavern License,50,,4020009000
5/10/2020,4/16/2019,BUYRITE FOOD & LIQUOR,BUYRITE FOOD & LIQUOR,"GEORGE C KUSAK, SP",3261496100,2500,N,35TH,ST,15,3,ALQML,Class A Malt & Class A Liquor License,,,3261496100
3/23/2020,2/27/2019,SKYWAY FOOD MART,SKYWAY FOOD MART,"AVTAR S KANG, SP",3271527000,2601,N,35TH,ST,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3271527000
4/24/2020,4/16/2019,FAMILY FOOD MARKET,FAMILY FOOD MARKET,"NASER A ASAD, SP",3080053000,2803,N,35TH,ST,15,7,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3080053000
4/12/2020,3/27/2019,The Cheetah Club,The Cheetah Club,"BEVERLY M NELSON, SP",2070013000,5048,N,35TH,ST,1,7,BTAVN,Class B Tavern License,160,,2070013000
12/20/2019,11/27/2018,FIRST STOP FOODS,FIRST STOP FOODS,"ABDELMUNAM A ASAD, SP",,1330,S,35TH,ST,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4350486000
2/21/2020,2/28/2019,"ALDI, INC",ALDI #87,"Destiny S Fleischmann, Agt",4570130110,1441,S,35TH,ST,8,2,ALQML,Class A Malt & Class A Liquor License,,,4570130110
9/9/2020,9/10/2019,"MILWAUKEE'S FIREHOUSE, LLC",MILWAUKEE'S FIREHOUSE PUB,"COLLEEN C RUEDA, Agt",5100119100,2758,S,35TH,ST,11,6,BTAVN,Class B Tavern License,137,,5100119100
9/19/2020,8/30/2019,"KP Liquor Three, Inc.",ABC Liquor & Beer Depot III,"NAVDIP KAUR, Agt",3651040100,1606,N,35th,ST,15,3,ALQML,Class A Malt & Class A Liquor License,,,3651040100
2/21/2020,2/5/2019,Y & A Food Inc,Alliance Super Food Market,"Salah Qandeel, Agt",3261401100,2672,N,35th,ST,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3261401100
5/21/2020,5/7/2019,Tomato Patch,Tomato Patch,"Judith A Styne, SP",2080001000,5173,N,35th,ST,1,7,BTAVN,Class B Tavern License,80,,2080001000
4/5/2020,3/26/2019,Celebrity's Hall,Celebrity's Hall,"Raul Varela-Rodriguez, SP",4360514000,1329,S,35th,ST,8,2,BTAVN,Class B Tavern License,91,,4360514000
2/7/2020,1/14/2019,"G & R, INC",POLINA'S LIQUOR,"YANINA GOBERMAN, Agt",,3179,N,37TH,ST,7,7,ALQML,Class A Malt & Class A Liquor License,,,2871305000
12/28/2019,12/28/2018,C-NOTE'S SPORTS LOUNGE,C-NOTE'S SPORTS LOUNGE,"CEDRIC R HORTON, SP",2080010000,5138,N,37TH,ST,1,7,BTAVN,Class B Tavern License,49,,2080010000
11/4/2020,10/16/2019,"POLKA DOT SPIRITS, LLC",KOCHANSKI'S CONCERTINA BEER HALL,"ANDREW J KOCHANSKI, Agt",4720132000,1920,S,37TH,ST,8,2,BTAVN,Class B Tavern License,80,,4720132000
5/31/2020,5/31/2019,"TORY OF MILWAUKEE, INC",MC KIERNANS,"GENE M MC KIERNAN, Agt",4720163000,2066,S,37TH,ST,8,2,BTAVN,Class B Tavern License,99,,4720163000
5/21/2020,5/17/2019,"ADAM MINI MART, LLC",LLOYD FOOD,"BALWINDER SINGH, Agt",3481009000,2101,N,38TH,ST,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3481009000
10/22/2020,10/15/2019,ALVERNO COLLEGE,ALVERNO COLLEGE,"Melanie L Lucas, Agt",5329996110,3401,S,39TH,ST,11,6,BTAVN,Class B Tavern License,,N/A,5329996110
1/14/2020,1/7/2019,Indertip Corp,Vienna Mini Mart,"AMANDEEP K DHINDSA, Agt",2680306000,3801,N,39th,ST,7,7,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2680306000
10/22/2020,10/15/2019,"TRISKELE'S, LLC",TRISKELE'S,"LYNN M WINTER, Agt",4620972000,1801,S,3RD,ST,12,2,BTAVN,Class B Tavern License,72,,4620972000
9/21/2020,9/23/2019,A&H Foods LLC,El Paso Foods,"Amir Nagati F Mavrkis, Agt",4621153000,1559,S,3rd,ST,12,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4621153000
9/23/2020,9/4/2019,The Chef's Table LLC,The Chef's Table,"David P Magnasco, Agt",4280415000,500,S,3rd,ST,12,2,BTAVN,Class B Tavern License,,,4280415000
1/21/2020,1/14/2019,BLESSED SACRAMENT CONGREGATION,BLESSED SACRAMENT CONGREGATION,,,3100,S,41ST,ST,11,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,5320431000
7/25/2020,7/9/2019,"MOHINDRA, INC",VINCE'S BEER AND LIQUOR,"JAGDEEP S GREWAL, Agt",1229878110,7141,N,43RD,ST,9,4,ALQML,Class A Malt & Class A Liquor License,,,1229878110
9/24/2020,8/24/2019,"MILWAUKEE SPORTSERVICE, INC",Tailgate House,"THOMAS N OLSON, Agt",4229997000,201,S,46TH,ST,10,3,BTAVN,Class B Tavern License,,,4220010000
7/25/2020,7/9/2019,SACRED HEART CONGREGATION,SACRED HEART CHURCH,"Acasio Roche, Agt",3850638111,917,N,49TH,ST,10,3,BTAVN,Class B Tavern License,,NA,3850638111
12/31/2019,12/27/2018,ST SEBASTIAN CONGREGATION,St Sebastian Congregation,"JOANN M PERLEBERG, Agt",,1712,N,55TH,ST,10,3,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3461806100
10/15/2020,9/24/2019,Muzahem LLC,Hanna Food,"Fady Muzahem, Agt",3060784000,2778,N,59TH,ST,10,7,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3060784000
4/21/2020,5/7/2019,Bounce Milwaukee LLC,Bounce Milwaukee,"Ryan M Clancy, Agt",5060103100,2801,S,5TH,CT,14,6,BTAVN,Class B Tavern License,255,,5060103100
3/1/2020,2/28/2019,ED'S LOUNGE,ED'S LOUNGE,"Larissa L Sharkey, SP",,2678,N,5TH,ST,6,5,BTAVN,Class B Tavern License,80,,3220972000
7/24/2020,7/9/2019,"REDHEAD, INC",SAVOY'S,"DIANA L CONDON, Agt",3130124000,2901,N,5TH,ST,6,5,BTAVN,Class B Tavern License,160,,3130124000
2/10/2020,10/23/2019,LA Tropicana Foods LLC,LA Tropicana Foods,"SALWA B TALEB, Agt",4310852100,1011,S,5TH,ST,12,2,ALQML,Class A Malt & Class A Liquor License,,,4310852100
7/29/2020,7/9/2019,GUANAJUATO'S BAR,GUANAJUATO'S BAR,"FRANCISCO GONZALEZ, SR, SP",4670360000,1979,S,5TH,ST,12,2,BTAVN,Class B Tavern License,110,,4670360000
8/28/2020,8/29/2019,Walkers Lounge & Events LLC,Walkers Lounge & Events,"Felipe Martinez, Agt",4280465100,626,S,5TH,ST,12,2,BTAVN,Class B Tavern License,,,4280465100
4/11/2020,4/12/2019,"LOUNGING AROUND, INC",Jynx Nightclub,"SAMER L ASAD, Agt",,715,S,5TH,ST,12,2,BTAVN,Class B Tavern License,320,2nd floor = 80; 1st floor = 240,4311072000
6/29/2020,6/18/2019,CLUB ANYTHING,CLUB ANYTHING,"TODD N NOVASIC, SP",4311052000,807,S,5TH,ST,12,2,BTAVN,Class B Tavern License,160,,4311052000
3/26/2020,3/26/2019,Cypress Lane LLC,Center Street Food and Liquor,"Gurinder S Nagra, Agt",3220974100,2667,N,5th,ST,6,5,ALQML,Class A Malt & Class A Liquor License,,,3220974100
11/30/2019,1/10/2019,Giri Corporation,Stone Creek Coffee,"Eric A Resch, Agt",3610877000,422,N,5th,ST,4,1,CWINE,Class C Wine Retailer's License,,,3610877000
11/30/2019,1/10/2019,Giri Corporation,Stone Creek Coffee,"Eric A Resch, Agt",3610877000,422,N,5th,ST,4,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3610877000
11/30/2020,11/5/2019,Giri Corporation,Stone Creek Coffee,"Eric A Resch, Agt",3610877000,422,N,5th,ST,4,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3610877000
11/30/2020,11/5/2019,Giri Corporation,Stone Creek Coffee,"Eric A Resch, Agt",3610877000,422,N,5th,ST,4,1,CWINE,Class C Wine Retailer's License,,,3610877000
7/9/2020,9/9/2019,"AAL MM, INC.",Arts At Large Cafe,"Sean T Kiebzak, Agt",4310186000,1100,S,5th,ST,12,2,BTAVN,Class B Tavern License,512,,4310186000
7/9/2020,9/9/2019,"AAL MM, INC.",Arts At Large Cafe,"Sean T Kiebzak, Agt",4310186000,1100,S,5th,ST,12,2,BTAVN,Class B Tavern License,,,4310186000
7/25/2020,9/25/2019,"GMF Hotel, LLC",Courtyard By Marriott,"Shua Vang, Agt",5950851000,4620,S,5th,ST,13,6,BTAVN,Class B Tavern License,115,,5950851000
8/20/2020,7/30/2019,MobCraft Beer Inc,MobCraft Beer,"Henry W Schwartz, Agt",4281091000,505,S,5th,ST,12,2,BTAVN,Class B Tavern License,265,,4281091000
8/14/2020,8/15/2019,Keen Hospitality Group LLC,Snifters,"Julio C Maldonado, Agt",4280468000,606,S,5th,ST,12,2,BTAVN,Class B Tavern License,99,,4280468000
2/21/2020,2/6/2019,"Fuel Cafe 5th Street, Inc.",Fuel Cafe 5th Street,"KRISTYN A Eitel, Agt",4280460111,630,S,5th,ST,12,2,BTAVN,Class B Tavern License,,,4280460111
8/1/2020,7/15/2019,HM-MKE LLC,Hamburger Mary's,"Julia M Slota, Agt",4311100100,730,S,5th,ST,12,2,BTAVN,Class B Tavern License,,,4311100100
12/10/2019,11/27/2018,Botanas LLC,Botanas,"Jaime A Gonzalez, Agt",4311046100,816,S,5th,ST,12,2,BTAVN,Class B Tavern License,,,4311046100
6/19/2020,6/18/2019,A & R SOLUTIONS LLC,SOLUTIONS,"DIANE M O`HOTTO, Agt",5139977000,2730,S,60TH,ST,11,6,BTAVN,Class B Tavern License,25,,5139977000
3/2/2020,2/28/2019,"Club 4323, LLC",Genes Supper Club,"JAMES T ROBINSON, JR, Agt",2501061100,4323,N,60th,ST,2,7,BTAVN,Class B Tavern License,160,,2501061100
11/1/2020,10/15/2019,Harleen Market LLC,Kwik Pantry and Liquor,"Ramandeep Kaur, Agt",839997141,7919,N,60th,ST,9,4,ALQML,Class A Malt & Class A Liquor License,,,839997141
7/11/2020,7/9/2019,ST GREGORY THE GREAT CONGREGATION,ST GREGORY THE GREAT CONGREGATION,"Carole A West, Agt",5299999110,3160,S,63RD,ST,11,6,BTAVN,Class B Tavern License,,NA,5299999110
6/30/2020,7/1/2019,"DOUGLAS INN, INC",DOUGLAS INN,"WILLIAM P HERGET, Agt",1550431100,6180,N,64TH,ST,9,4,BTAVN,Class B Tavern License,127,,1550431100
5/23/2020,5/7/2019,RD Taverns LLC,Bullshooter Saloon,"PATRICK R KOSIDOWSKI, Agt",4200907100,604,S,64th,ST,10,3,BTAVN,Class B Tavern License,,,4200907100
3/23/2020,3/19/2019,MOTHER OF GOOD COUNSEL CONGREGATION,MOTHER OF GOOD COUNSEL CONGREGATION,"SUSAN B PULS, Agt",,3001,N,68TH,ST,10,7,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3049986110
7/8/2020,7/9/2019,Ponys LLC,Ponys LLC,"GEORGE J PONIEWAZ, Agt",4909855100,2626,S,68TH,ST,11,6,BTAVN,Class B Tavern License,,,4909855100
6/30/2020,6/18/2019,CEDAR INN,CEDAR INN,"JOANNE M HUMSIK, SP",,2178,S,6TH,ST,14,2,BTAVN,Class B Tavern License,25,,4671005000
7/5/2020,6/18/2019,EL SALVADOR RESTAURANT,EL SALVADOR RESTAURANT,"DAVID A ARIAS, SP",4980106000,2316,S,6TH,ST,14,2,BTAVN,Class B Tavern License,50,,4980106000
2/6/2020,2/6/2019,REYNA'S BAR,REYNA'S BAR,"MANUEL G RODRIGUEZ, SP",,2566,S,6TH,ST,14,2,BTAVN,Class B Tavern License,80,,4981552000
11/27/2019,11/28/2018,El Bodegon LLC,Hotel Madrid/Bad English,"Aaron R Gersonde, Agt",4280491110,600,S,6TH,ST,12,2,BTAVN,Class B Tavern License,,,4280491110
7/10/2020,10/15/2019,Zocalo Tavern LLC,Zocalo Tavern LLC,"Jesus O Gonzalez, Agt",4280487000,620,S,6TH,ST,12,2,BTAVN,Class B Tavern License,,,4280487000
7/5/2020,7/5/2019,"Camacho's Bar, LLC",Camacho's Bar,"JESUS M CAMACHO, Agt",4270504100,631,S,6TH,ST,12,2,BTAVN,Class B Tavern License,49,,4270504100
1/21/2020,1/14/2019,Milwaukee Area Technical College,MATC Cuisine Restaurant,"RICHARD A BUSALACCHI, Agt",3611680112,1015,N,6th,ST,4,1,CWINE,Class C Wine Retailer's License,,,3611680112
1/21/2020,3/22/2019,Milwaukee Area Technical College,MATC Cuisine Restaurant,"RICHARD A BUSALACCHI, Agt",3611680112,1015,N,6th,ST,4,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3611680112
4/15/2020,4/16/2019,Mai Bar LLC,Mai Bar,"Kevin D Perkins, Agt",3520208100,1840,N,6th,ST,6,5,BTAVN,Class B Tavern License,,,3520208100
5/20/2020,5/21/2019,Oldies But Goodies Inc,Oldies But Goodies Lounge,"VICKIE M BROOKS, Agt",2830802000,3501,N,6th,ST,6,5,BTAVN,Class B Tavern License,80,,2830802000
7/1/2020,6/18/2019,Club 6 LLC,Club 6,"BLAS CERDA, Agt",4680535000,2101,S,6th,ST,12,2,BTAVN,Class B Tavern License,,,4680535000
11/11/2020,10/15/2019,La Pasadita Bar LLC,La Pasadita Bar,"Luis Lopez-Gonzalez, Agt",4971011000,2691,S,6th,ST,14,2,BTAVN,Class B Tavern License,99,,4971011000
11/3/2020,10/17/2019,The FarmHouse Studio LLC,The FarmHouse Paint and Sip,"Jesus E Nanez Perez, Agt",5969989100,4507,S,6th,ST,13,6,BTAVN,Class B Tavern License,99,,5969989100
7/30/2020,7/9/2019,"OVER EASY, LLC",BLUE'S EGG,"DANIEL S SIDNER, Agt",4180296000,317,N,76TH,ST,10,3,BTAVN,Class B Tavern License,98,,4070909110
11/22/2019,11/20/2018,C & G LIQUORS,C & G LIQUORS,"CETTERY M GARDNER, SP",2920808100,3307,N,76TH,ST,5,7,ALQML,Class A Malt & Class A Liquor License,,,2920808100
11/22/2020,11/6/2019,"SKY POWER, CORP",SCHNEIDER'S FOOD & DRINK,"LENNY CHU, Agt",2639991000,3717,N,76TH,ST,5,7,BTAVN,Class B Tavern License,100,,2639991000
11/22/2019,10/17/2018,"SKY POWER, CORP",SCHNEIDER'S FOOD & DRINK,"LENNY CHU, Agt",2639991000,3717,N,76TH,ST,5,7,BTAVN,Class B Tavern License,100,,2639991000
1/23/2020,1/14/2019,"TOTO'S, INC",OTTO'S BEVERAGE CENTER,"JOHN M SEEGERT, Agt",2520952000,4163,N,76TH,ST,5,7,ALQML,Class A Malt & Class A Liquor License,,,2520952000
6/28/2020,6/18/2019,"NAIL & ASHRAF, LLC",SPIRITS LIQUOR,"ASHRAF WARDA, Agt",1760079110,5665,N,76TH,ST,2,4,ALQML,Class A Malt & Class A Liquor License,,,1760079110
7/30/2020,7/9/2019,"A TOUCH OF HUNAN, LLC",A TOUCH OF HUNAN,"FU T LEI, Agt",1530370100,6267,N,76TH,ST,2,4,BTAVN,Class B Tavern License,80,,1530370100
5/31/2020,7/9/2019,"Milwaukee Asian Market Building #2, LLC",Milwaukee Asian Market Restaurant,"PAI YANG, Agt",1549981110,6300,N,76TH,ST,2,4,BTAVN,Class B Tavern License,250,,1549981110
3/18/2020,10/16/2019,"JIMMY'S LIQUOR, LLC",JIMMY'S LIQUOR,"JOGINDER S SANDHAWALIA, Agt",,6412,N,76TH,ST,9,4,ALQML,Class A Malt & Class A Liquor License,,,1410813000
8/28/2020,8/20/2019,JGT Investments LLC,Prime Social Restaurant & Bar,"ODEAN H TAYLOR, Agt",1070202100,7225,N,76TH,ST,9,4,BTAVN,Class B Tavern License,375,basement 170 1st floor 205,1070202100
1/21/2020,1/22/2019,7330 Development LLC,Kiss Ultra Lounge,"JENNIFER GARCIA, Agt",1069989212,7330,N,76TH,ST,9,4,BTAVN,Class B Tavern License,540,1st floor and lower level and beer garden 476,1069989212
5/8/2020,4/16/2019,KINKUN INC,SUNDEEP LIQUOR,"DEVEN T PATEL, Agt",,8082,N,76TH,ST,9,4,ALQML,Class A Malt & Class A Liquor License,,,690031000
7/29/2020,7/30/2019,"ALEXIAN VILLAGE OF MILWAUKEE, INC",ALEXIAN VILLAGE OF MILWAUKEE,"Michael P LA Susa, Agt",60031000,9301,N,76TH,ST,9,4,BTAVN,Class B Tavern License,,N/A,60031000
3/19/2020,2/27/2019,"FRANKIE & JOHNNIE'S, LLC",TANINO'S,"FRANCESCO LAFFRANCHINI, Agt",5599998100,3525,S,76TH,ST,11,6,BTAVN,Class B Tavern License,125,,5599998100
1/13/2020,1/14/2019,Brewskis Sports Club LLC,Brewskis Sports Club,"KEVIN M NUGENT, Agt",4069984100,304,N,76th,ST,10,3,BTAVN,Class B Tavern License,240,,4069984100
1/13/2020,1/14/2019,Hookah Lounge MKE LLC,Hookah Lounge MKE,"Omar W Shanaa, Agt",4069983200,322,N,76th,ST,10,3,BBEER,Class B Fermented Malt Beverage Retailer's License,49,,4069983200
8/29/2020,10/15/2019,M Mini Mart LLC,M Mini Mart,"Bhajan S Rathor, Agt",1750207110,5922,N,76th,ST,2,4,AMALT,Class A Fermented Malt Beverage Retailer's License,,,1750207110
2/26/2020,2/5/2019,3935 LLC,Marthas Vineyard,"ANUP K KHULLAR, Agt",5709994111,3935,S,76th,ST,11,6,ALQML,Class A Malt & Class A Liquor License,,,5709994111
3/31/2020,3/26/2019,BJames LLC,Liquid Johnny's,"Brian J James, Agt",4190671100,540,S,76th,ST,10,3,BTAVN,Class B Tavern License,80,,4190671100
1/14/2020,1/2/2019,"SINGH & WADE, INC",7TH STREET FOODS,"JATINDER SINGH, Agt",3121681000,2900,N,7TH,ST,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3121681000
5/28/2020,5/29/2019,Sky Pub and Grill LLC,Sky Bar,"Ruben Albanil Coyolt, Agt",4320152000,1339,S,7TH,ST,12,2,BTAVN,Class B Tavern License,75,,4320152000
1/31/2020,2/1/2019,La Fortaleza Grocery LLC,La Fortaleza Grocery,"Franklin R Viera, Agt",4611533100,1610,S,7TH,ST,12,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4611533100
7/14/2020,7/9/2019,"KOZ'S MINI BOWL, INC",KOZ'S MINI BOWL,"CAROL J KOSAKOSKI, Agt",,2078,S,7TH,ST,12,2,BTAVN,Class B Tavern License,80,,4681610100
10/9/2020,9/27/2019,"BROWNS PLACE, LLC",BROWNS PLACE,"JO ANN BROWN, Agt",5070740000,2874,S,7TH,ST,14,6,BTAVN,Class B Tavern License,25,,5070740000
11/27/2019,11/21/2018,Kam's Thistle and Shamrock LLC,Kam's Thistle and Shamrock,"JAKUB B LEPOLD, Agt",2630836100,3430,N,84th,ST,5,7,BTAVN,Class B Tavern License,,,2630836100
11/27/2020,11/8/2019,Kam's Thistle and Shamrock LLC,Kam's Thistle and Shamrock,"JAKUB B LEPOLD, Agt",2630836100,3430,N,84th,ST,5,7,BTAVN,Class B Tavern License,99,,2630836100
12/7/2019,11/27/2018,Carnitas Machetes,Carnitas Machetes,"Alberto Morales, SP",4680321000,2000,S,8th,ST,12,2,BTAVN,Class B Tavern License,,,4680321000
7/1/2020,7/2/2019,"El Coqui Bar, LLC","El Coqui Bar, LLC","Brenda M Salas, Agt",4681628000,2078,S,8th,ST,12,2,BTAVN,Class B Tavern License,,,4681628000
5/24/2020,5/7/2019,A-1 LIQUOR INC,A-1 LIQUOR,"JATINDER P SINGH, Agt",5250104000,3107,S,92ND,ST,11,6,ALQML,Class A Malt & Class A Liquor License,,,5250104000
5/13/2020,4/16/2019,"THE JJL IWEN CORP, INC",1ST CHOICE,"JON R IWEN, Agt",5601351000,3872,S,92ND,ST,11,6,BTAVN,Class B Tavern License,77,,5601351000
9/20/2020,9/4/2019,La Franja Grocery LLC,La Franja Groceries,"Marco A Gonzalez, Agt",4970266000,2366,S,9TH,PL,12,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4970266000
2/29/2020,2/5/2019,"C & R MARKET, LLC",C & R MARKET,"LISA J YANKE, Agt",5071147000,3001,S,9TH,PL,14,6,AMALT,Class A Fermented Malt Beverage Retailer's License,,,5071147000
10/8/2020,9/27/2019,Coaches Restaurant & Bar LLC,Coaches,"CHARLES E FOWLKES, Agt",3910872000,1125,N,9TH,ST,4,1,BTAVN,Class B Tavern License,250,,3910872000
8/2/2020,7/9/2019,Bull & A Boy LLC,Glass + Griddle,"Scott J Lurie, Agt",4320419000,1130,N,9TH,ST,4,1,BTAVN,Class B Tavern License,450,,3910892000
9/6/2020,8/7/2019,LA GUADALUPANA,LA GUADALUPANA/CAFE EL SOL,"Frances A Rivera Gonzalez, Agt",4321124000,1028,S,9TH,ST,12,2,BTAVN,Class B Tavern License,170,,4321124000
9/21/2020,8/23/2019,FRANKS FOOD,FRANKS FOOD,"FAHIM N MAHMOUD, SP",4970599000,2500,S,9TH,ST,14,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4970599000
6/5/2020,5/7/2019,THE END ZONE,THE END ZONE,"JODY A THOMAS, SP",4970940000,2690,S,9TH,ST,14,2,BTAVN,Class B Tavern License,118,,4970940000
5/2/2020,4/18/2019,CJ's Sports Bar,CJ's Sports Bar,"SUSAN T KASPRZYK, SP",5361249000,3279,S,9TH,ST,14,6,BTAVN,Class B Tavern License,51,,5361249000
4/8/2020,3/26/2019,BUCKAROO LTD,Bryant's Cocktail Lounge,"JOHN M DYE, Agt",4611147000,1579,S,9th,ST,12,2,BTAVN,Class B Tavern License,99,,4611147000
12/21/2019,11/27/2018,Chivas Bar,Chivas Bar,"FRANCISCO J MERCADO,SANTIAGO S MERCADO, JR,ALFREDO MERCADO,JESUS S MERCADO",4270125110,644,S,9th,ST,12,2,BTAVN,Class B Tavern License,80,,4270125110
4/22/2020,3/27/2019,RWS CORPORATION,MORTIMERS PUB,"STEPHEN T SILBER, Agt",,7023,W,ADLER,ST,10,3,BTAVN,Class B Tavern License,80,,4190001000
5/18/2020,5/7/2019,MITCHELL'S TAVERN,MITCHELL'S TAVERN,"BRENT T ROCK, SP",1799986100,10433,W,APPLETON,AV,5,4,BTAVN,Class B Tavern License,100,,1799986100
12/10/2019,11/27/2018,"CIMBALNIK'S LIQUOR, INC",STEVE'S LIQUOR,"STEVEN M CIMBALNIK, Agt",3050941100,6213,W,APPLETON,AV,10,7,ALQML,Class A Malt & Class A Liquor License,,,3050941100
7/5/2020,6/18/2019,"BURRITO BUENO, INC",BURRITO BUENO,"MARCO ARTEAGA, Agt",2240314100,8238,W,APPLETON,AV,5,7,BTAVN,Class B Tavern License,90,,2240314100
2/8/2020,1/14/2019,WESTSIDE LIQUOR,WESTSIDE LIQUOR,"ZUHEIR N ABDALLAH, SP",2141141000,8948,W,APPLETON,AV,2,7,ALQML,Class A Malt & Class A Liquor License,,,2141141000
2/8/2020,1/14/2019,"EL GRECO, INC",EL GRECO RESTAURANT,"GUS GLIATIS, Agt",1859975100,9143,W,APPLETON,AV,5,4,BTAVN,Class B Tavern License,300,,1859975100
5/24/2020,5/7/2019,Runway Lounge LLC,Runway Lounge,"Shawntel Walton, Agt",1859985110,9316,W,APPLETON,AV,2,4,BTAVN,Class B Tavern License,144,,1859985110
9/28/2020,9/4/2019,"MJE, INC",HI HAT LOUNGE & GARAGE,"LESLIE S MONTEMURRO, Agt",,1701,N,ARLINGTON,PL,3,1,BTAVN,Class B Tavern License,159,"160 1st floor
99 patio",3552031000
7/25/2020,7/9/2019,"BALZAC, INC",BALZAC WINE BAR,"SCOTT M JOHNSON, Agt",,1716,N,ARLINGTON,PL,3,1,BTAVN,Class B Tavern License,100,,3551511000
